issuer_name,isin,position_date,position_holder,net_short_position,source
Wereldhave N.V.,NL0000289213,2013-04-09,"BlackRock Institutional Trust Company, National Association",0.69,archive
Koninklijke KPN N.V.,NL0000009082,2013-04-09,GLG Partners LP,0.76,archive
PostNL N.V.,NL0009739416,2013-04-09,Marshall Wace LLP,0.77,archive
AMG Critical Materials N.V.,NL0000888691,2013-04-09,Numeric Investors LLC,0.55,archive
Koninklijke KPN N.V.,NL0000009082,2013-04-08,Marshall Wace LLP,1.12,archive
PostNL N.V.,NL0009739416,2013-04-08,Oxford Asset Management,1.32,archive
NSI N.V.,NL0000292324,2013-04-05,Carlson Capital UK LLP,0.62,archive
Koninklijke KPN N.V.,NL0000009082,2013-04-05,GLG Partners LP,0.67,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-04-04,"BlackRock Institutional Trust Company, National Association",1.4,archive
NSI N.V.,NL0000292324,2013-04-04,Carlson Capital UK LLP,0.54,archive
Koninklijke KPN N.V.,NL0000009082,2013-04-04,GLG Partners LP,0.75,archive
Wolters Kluwer N.V.,NL0000395903,2013-04-04,GLG Partners LP,0.42,archive
Aperam S.A.,LU0569974404,2013-04-03,Adage Capital Management L.P.,0.86,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-04-03,BlackRock Investment Management (UK) Limited,0.79,archive
Koninklijke KPN N.V.,NL0000009082,2013-04-03,Marshall Wace LLP,1.02,archive
AMG Critical Materials N.V.,NL0000888691,2013-04-03,Oxford Asset Management,0.7,archive
PostNL N.V.,NL0009739416,2013-04-02,"BlackRock Institutional Trust Company, National Association",0.5,archive
Fugro N.V.,NL0000352565,2013-03-28,AKO Capital LLP,1.33,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-28,Marshall Wace LLP,0.99,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-27,GLG Partners LP,0.97,archive
Aperam S.A.,LU0569974404,2013-03-26,Adage Capital Management L.P.,1.07,archive
Aperam S.A.,LU0569974404,2013-03-25,Adage Capital Management L.P.,1.24,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-25,Marshall Wace LLP,1.03,archive
PostNL N.V.,NL0009739416,2013-03-25,Oxford Asset Management,1.22,archive
Corbion N.V.,NL0000852549,2013-03-25,S.A.C. Global Investors LLP,0.36,archive
Koninklijke BAM Groep N.V.,NL0000337319,2013-03-22,"BlackRock Institutional Trust Company, National Association",0.52,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-22,"BlackRock Institutional Trust Company, National Association",1.3,archive
PostNL N.V.,NL0009739416,2013-03-22,Marshall Wace LLP,0.82,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-21,"BlackRock Institutional Trust Company, National Association",1.29,archive
PostNL N.V.,NL0009739416,2013-03-21,Oxford Asset Management,1.1,archive
Corbion N.V.,NL0000852549,2013-03-21,S.A.C. Global Investors LLP,0.5,archive
Aperam S.A.,LU0569974404,2013-03-20,Adage Capital Management L.P.,1.64,archive
Aperam S.A.,LU0569974404,2013-03-19,Adage Capital Management L.P.,1.7,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-19,Marshall Wace LLP,0.95,archive
PostNL N.V.,NL0009739416,2013-03-19,Marshall Wace LLP,0.74,archive
AMG Critical Materials N.V.,NL0000888691,2013-03-19,Oxford Asset Management,0.69,archive
PostNL N.V.,NL0009739416,2013-03-19,Oxford Asset Management,1.03,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-18,"BlackRock Institutional Trust Company, National Association",1.3,archive
PostNL N.V.,NL0009739416,2013-03-18,Marshall Wace LLP,0.65,archive
Aperam S.A.,LU0569974404,2013-03-15,Adage Capital Management L.P.,2.09,archive
Fugro N.V.,NL0000352565,2013-03-15,"AQR Capital Management, LLC",0.82,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-15,"AQR Capital Management, LLC",0.51,archive
SBM Offshore N.V.,NL0000360618,2013-03-15,"AQR Capital Management, LLC",0.66,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-15,BlackRock Advisors (UK) Limited,0.99,archive
PostNL N.V.,NL0009739416,2013-03-15,Marshall Wace LLP,0.55,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-14,Marshall Wace LLP,0.89,archive
Aperam S.A.,LU0569974404,2013-03-13,Adage Capital Management L.P.,2.46,archive
Fugro N.V.,NL0000352565,2013-03-13,AKO Capital LLP,1.27,archive
TomTom N.V.,NL0000387058,2013-03-13,AKO Capital LLP,3.64,archive
Fugro N.V.,NL0000352565,2013-03-13,"AQR Capital Management, LLC",0.73,archive
SBM Offshore N.V.,NL0000360618,2013-03-13,"AQR Capital Management, LLC",0.59,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-13,"BlackRock Institutional Trust Company, National Association",1.2,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-13,Marshall Wace LLP,0.9,archive
SBM Offshore N.V.,NL0000360618,2013-03-12,Encompass Capital Advisors LLC,0.09,archive
TomTom N.V.,NL0000387058,2013-03-11,AKO Capital LLP,3.5,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-08,BlackRock Advisors (UK) Limited,1.01,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-08,Marshall Wace LLP,0.86,archive
Aperam S.A.,LU0569974404,2013-03-07,Adage Capital Management L.P.,2.67,archive
Wereldhave N.V.,NL0000289213,2013-03-07,"BlackRock Institutional Trust Company, National Association",0.7,archive
TomTom N.V.,NL0000387058,2013-03-07,Meritage Group LP,0.47,archive
Fugro N.V.,NL0000352565,2013-03-06,AKO Capital LLP,1.15,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-06,"BlackRock Institutional Trust Company, National Association",1.11,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-06,GLG Partners LP,0.87,archive
Aperam S.A.,LU0569974404,2013-03-05,Adage Capital Management L.P.,2.89,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-05,"BlackRock Institutional Trust Company, National Association",1.01,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-04,BlackRock Advisors (UK) Limited,0.91,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-04,GLG Partners LP,0.66,archive
PostNL N.V.,NL0009739416,2013-03-04,Oxford Asset Management,0.95,archive
Fugro N.V.,NL0000352565,2013-03-01,AKO Capital LLP,1.02,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-01,BlackRock Advisors (UK) Limited,0.87,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-03-01,BlackRock Investment Management (UK) Limited,0.8,archive
NSI N.V.,NL0000292324,2013-03-01,Carlson Capital UK LLP,0.49,archive
Koninklijke KPN N.V.,NL0000009082,2013-03-01,GLG Partners LP,0.57,archive
Aperam S.A.,LU0569974404,2013-02-28,Adage Capital Management L.P.,3.07,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-28,Arrowgrass Capital Partners LLP,0.28,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-28,"BlackRock Institutional Trust Company, National Association",0.91,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-28,BlackRock Investment Management (UK) Limited,0.74,archive
SBM Offshore N.V.,NL0000360618,2013-02-27,"AQR Capital Management, LLC",0.68,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-27,BlackRock Advisors (UK) Limited,0.71,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-27,"BlackRock Institutional Trust Company, National Association",0.81,archive
Fugro N.V.,NL0000352565,2013-02-26,AKO Capital LLP,0.95,archive
SBM Offshore N.V.,NL0000360618,2013-02-26,Encompass Capital Advisors LLC,1.1,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-26,Marshall Wace LLP,0.91,archive
Fugro N.V.,NL0000352565,2013-02-25,Egerton Capital (UK) LLP,0.3,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-25,GLG Partners LP,0.67,archive
ASM International N.V.,NL0000334118,2013-02-25,Highbridge Capital Management LLC,0.46,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-25,Marshall Wace LLP,0.88,archive
PostNL N.V.,NL0009739416,2013-02-25,Oxford Asset Management,0.7,archive
Fugro N.V.,NL0000352565,2013-02-22,AKO Capital LLP,0.82,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-22,Arrowgrass Capital Partners LLP,0.51,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-22,Marshall Wace LLP,0.9,archive
PostNL N.V.,NL0009739416,2013-02-22,Oxford Asset Management,0.9,archive
Fugro N.V.,NL0000352565,2013-02-21,AKO Capital LLP,0.75,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-21,"BlackRock Institutional Trust Company, National Association",0.71,archive
Fugro N.V.,NL0000352565,2013-02-20,AKO Capital LLP,0.62,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-20,BlackRock Advisors (UK) Limited,0.6,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-20,GLG Partners LP,0.55,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-20,Marshall Wace LLP,0.86,archive
PostNL N.V.,NL0009739416,2013-02-20,Oxford Asset Management,0.88,archive
Fugro N.V.,NL0000352565,2013-02-19,AKO Capital LLP,0.56,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-19,BlackRock Investment Management (UK) Limited,0.6,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-18,Marshall Wace LLP,0.66,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-14,BlackRock Investment Management (UK) Limited,0.54,archive
PostNL N.V.,NL0009739416,2013-02-14,Oxford Asset Management,0.97,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-13,BlackRock Advisors (UK) Limited,0.5,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-13,"BlackRock Institutional Trust Company, National Association",0.6,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-13,GLG Partners LP,0.6,archive
PostNL N.V.,NL0009739416,2013-02-13,Marshall Wace LLP,0.46,archive
Wereldhave N.V.,NL0000289213,2013-02-12,"BlackRock Institutional Trust Company, National Association",0.6,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-12,Marshall Wace LLP,0.57,archive
ASM International N.V.,NL0000334118,2013-02-11,Highbridge Capital Management LLC,0.58,archive
SBM Offshore N.V.,NL0000360618,2013-02-08,"AQR Capital Management, LLC",0.72,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-06,GLG Partners LP,0.47,archive
Koninklijke Heijmans N.V.,NL0009269109,2013-02-05,"BlackRock Institutional Trust Company, National Association",0.52,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-05,GLG Partners LP,0.57,archive
Aperam S.A.,LU0569974404,2013-02-01,Adage Capital Management L.P.,3.2,archive
Koninklijke KPN N.V.,NL0000009082,2013-02-01,GLG Partners LP,0.91,archive
Fugro N.V.,NL0000352565,2013-01-31,Egerton Capital (UK) LLP,0.71,archive
Aperam S.A.,LU0569974404,2013-01-30,Adage Capital Management L.P.,3.11,archive
ASM International N.V.,NL0000334118,2013-01-30,Highbridge Capital Management LLC,0.64,archive
AMG Critical Materials N.V.,NL0000888691,2013-01-30,Oxford Asset Management,0.78,archive
Aperam S.A.,LU0569974404,2013-01-29,Adage Capital Management L.P.,3.08,archive
SBM Offshore N.V.,NL0000360618,2013-01-29,Encompass Capital Advisors LLC,1.3,archive
PostNL N.V.,NL0009739416,2013-01-29,"WorldQuant, LLC",0.48,archive
SBM Offshore N.V.,NL0000360618,2013-01-25,Encompass Capital Advisors LLC,1.43,archive
Koninklijke KPN N.V.,NL0000009082,2013-01-25,GLG Partners LP,0.83,archive
Aperam S.A.,LU0569974404,2013-01-25,UBS O'Connor Limited,0.48,archive
PostNL N.V.,NL0009739416,2013-01-25,"WorldQuant, LLC",0.59,archive
SBM Offshore N.V.,NL0000360618,2013-01-24,Encompass Capital Advisors LLC,1.66,archive
PostNL N.V.,NL0009739416,2013-01-23,Oxford Asset Management,0.88,archive
Aperam S.A.,LU0569974404,2013-01-22,Adage Capital Management L.P.,2.7,archive
PostNL N.V.,NL0009739416,2013-01-22,Oxford Asset Management,0.9,archive
PostNL N.V.,NL0009739416,2013-01-22,"WorldQuant, LLC",0.66,archive
Aperam S.A.,LU0569974404,2013-01-21,Adage Capital Management L.P.,2.25,archive
Koninklijke KPN N.V.,NL0000009082,2013-01-21,GLG Partners LP,0.77,archive
Aperam S.A.,LU0569974404,2013-01-21,UBS O'Connor Limited,0.52,archive
PostNL N.V.,NL0009739416,2013-01-21,"WorldQuant, LLC",0.59,archive
Aperam S.A.,LU0569974404,2013-01-17,Adage Capital Management L.P.,2.12,archive
PostNL N.V.,NL0009739416,2013-01-17,Canada Pension Plan Investment Board,0.16,archive
ASM International N.V.,NL0000334118,2013-01-17,Highbridge Capital Management LLC,0.55,archive
PostNL N.V.,NL0009739416,2013-01-17,Marshall Wace LLP,0.51,archive
Fugro N.V.,NL0000352565,2013-01-16,Capital Fund Management S.A.,0.31,archive
Wolters Kluwer N.V.,NL0000395903,2013-01-16,Capital Fund Management S.A.,0.2,archive
PostNL N.V.,NL0009739416,2013-01-16,Oxford Asset Management,0.86,archive
Wolters Kluwer N.V.,NL0000395903,2013-01-15,Capital Fund Management S.A.,0.5,archive
Koninklijke KPN N.V.,NL0000009082,2013-01-15,GLG Partners LP,0.87,archive
AMG Critical Materials N.V.,NL0000888691,2013-01-15,Highbridge Capital Management LLC,0.49,archive
PostNL N.V.,NL0009739416,2013-01-15,Oxford Asset Management,0.9,archive
SBM Offshore N.V.,NL0000360618,2013-01-14,"AQR Capital Management, LLC",0.63,archive
ASM International N.V.,NL0000334118,2013-01-14,"BlackRock Institutional Trust Company, National Association",0.45,archive
Fugro N.V.,NL0000352565,2013-01-14,Capital Fund Management S.A.,0.5,archive
AMG Critical Materials N.V.,NL0000888691,2013-01-14,Highbridge Capital Management LLC,0.57,archive
PostNL N.V.,NL0009739416,2013-01-14,Oxford Asset Management,0.85,archive
ASM International N.V.,NL0000334118,2013-01-10,"BlackRock Institutional Trust Company, National Association",0.57,archive
Koninklijke KPN N.V.,NL0000009082,2013-01-10,GLG Partners LP,0.73,archive
AMG Critical Materials N.V.,NL0000888691,2013-01-10,Highbridge Capital Management LLC,0.69,archive
AMG Critical Materials N.V.,NL0000888691,2013-01-09,Highbridge Capital Management LLC,0.73,archive
ASM International N.V.,NL0000334118,2013-01-09,Highbridge Capital Management LLC,0.62,archive
Koninklijke BAM Groep N.V.,NL0000337319,2013-01-09,Oxford Asset Management,0.49,archive
Aperam S.A.,LU0569974404,2013-01-08,"Bocage Capital, LLC",0.44,archive
AMG Critical Materials N.V.,NL0000888691,2013-01-08,Highbridge Capital Management LLC,0.69,archive
Corbion N.V.,NL0000852549,2013-01-07,AKO Capital LLP,0.43,archive
ASM International N.V.,NL0000334118,2013-01-07,"BlackRock Institutional Trust Company, National Association",0.69,archive
ASM International N.V.,NL0000334118,2013-01-07,Highbridge Capital Management LLC,0.59,archive
PostNL N.V.,NL0009739416,2013-01-07,Marshall Wace LLP,0.49,archive
Corbion N.V.,NL0000852549,2013-01-03,AKO Capital LLP,0.58,archive
Corbion N.V.,NL0000852549,2013-01-02,AKO Capital LLP,0.77,archive
Koninklijke BAM Groep N.V.,NL0000337319,2013-01-02,Oxford Asset Management,0.58,archive
PostNL N.V.,NL0009739416,2012-12-31,Highbridge Capital Management LLC,0.49,archive
AMG Critical Materials N.V.,NL0000888691,2012-12-28,Oxford Asset Management,0.89,archive
Corbion N.V.,NL0000852549,2012-12-27,AKO Capital LLP,0.85,archive
PostNL N.V.,NL0009739416,2012-12-27,Canada Pension Plan Investment Board,0.5,archive
NSI N.V.,NL0000292324,2012-12-27,Carlson Capital UK LLP,0.5,archive
Corbion N.V.,NL0000852549,2012-12-21,AKO Capital LLP,0.95,archive
SBM Offshore N.V.,NL0000360618,2012-12-21,"AQR Capital Management, LLC",0.57,archive
ASM International N.V.,NL0000334118,2012-12-21,"BlackRock Institutional Trust Company, National Association",0.78,archive
PostNL N.V.,NL0009739416,2012-12-21,Highbridge Capital Management LLC,0.5,archive
Wereldhave N.V.,NL0000289213,2012-12-20,"BlackRock Institutional Trust Company, National Association",0.5,archive
NSI N.V.,NL0000292324,2012-12-20,Carlson Capital UK LLP,0.48,archive
SBM Offshore N.V.,NL0000360618,2012-12-20,Encompass Capital Advisors LLC,1.76,archive
PostNL N.V.,NL0009739416,2012-12-20,Marshall Wace LLP,0.5,archive
Corbion N.V.,NL0000852549,2012-12-19,AKO Capital LLP,1.19,archive
Corbion N.V.,NL0000852549,2012-12-18,AKO Capital LLP,1.33,archive
Koninklijke KPN N.V.,NL0000009082,2012-12-18,GLG Partners LP,0.62,archive
Wolters Kluwer N.V.,NL0000395903,2012-12-18,GLG Partners LP,0.54,archive
PostNL N.V.,NL0009739416,2012-12-18,Marshall Wace LLP,0.49,archive
Corbion N.V.,NL0000852549,2012-12-17,AKO Capital LLP,1.55,archive
SBM Offshore N.V.,NL0000360618,2012-12-17,"AQR Capital Management, LLC",0.62,archive
ASM International N.V.,NL0000334118,2012-12-17,"BlackRock Institutional Trust Company, National Association",0.8,archive
Koninklijke KPN N.V.,NL0000009082,2012-12-17,GLG Partners LP,0.55,archive
PostNL N.V.,NL0009739416,2012-12-17,Marshall Wace LLP,0.5,archive
Corbion N.V.,NL0000852549,2012-12-14,AKO Capital LLP,1.69,archive
Akzo Nobel N.V.,NL0000009132,2012-12-14,Highbridge Capital Management LLC,0.37,archive
ASM International N.V.,NL0000334118,2012-12-14,Highbridge Capital Management LLC,0.68,archive
Corbion N.V.,NL0000852549,2012-12-12,AKO Capital LLP,1.81,archive
SBM Offshore N.V.,NL0000360618,2012-12-12,"AQR Capital Management, LLC",0.58,archive
SBM Offshore N.V.,NL0000360618,2012-12-10,"AQR Capital Management, LLC",0.64,archive
Fugro N.V.,NL0000352565,2012-12-07,"AQR Capital Management, LLC",0.65,archive
Koninklijke BAM Groep N.V.,NL0000337319,2012-12-07,Numeric Investors LLC,0.49,archive
Koninklijke KPN N.V.,NL0000009082,2012-12-06,GLG Partners LP,0.39,archive
Aperam S.A.,LU0569974404,2012-12-05,"Bocage Capital, LLC",0.7,archive
Akzo Nobel N.V.,NL0000009132,2012-12-05,Highbridge Capital Management LLC,0.51,archive
Corbion N.V.,NL0000852549,2012-12-03,AKO Capital LLP,1.9,archive
Koninklijke KPN N.V.,NL0000009082,2012-12-03,GLG Partners LP,0.5,archive
Koninklijke BAM Groep N.V.,NL0000337319,2012-12-03,Oxford Asset Management,0.69,archive
SBM Offshore N.V.,NL0000360618,2012-11-30,Encompass Capital Advisors LLC,1.91,archive
ASM International N.V.,NL0000334118,2012-11-30,Highbridge Capital Management LLC,0.7,archive
AMG Critical Materials N.V.,NL0000888691,2012-11-30,Oxford Asset Management,0.99,archive
SBM Offshore N.V.,NL0000360618,2012-11-29,Encompass Capital Advisors LLC,1.61,archive
Corbion N.V.,NL0000852549,2012-11-28,AKO Capital LLP,2.07,archive
ASM International N.V.,NL0000334118,2012-11-28,"BlackRock Institutional Trust Company, National Association",0.72,archive
SBM Offshore N.V.,NL0000360618,2012-11-28,Encompass Capital Advisors LLC,1.43,archive
Fugro N.V.,NL0000352565,2012-11-27,"AQR Capital Management, LLC",0.59,archive
ASM International N.V.,NL0000334118,2012-11-27,Highbridge Capital Management LLC,0.69,archive
Corbion N.V.,NL0000852549,2012-11-26,AKO Capital LLP,2.27,archive
ASM International N.V.,NL0000334118,2012-11-26,Highbridge Capital Management LLC,0.7,archive
PostNL N.V.,NL0009739416,2012-11-23,Marshall Wace LLP,0.49,archive
Fugro N.V.,NL0000352565,2012-11-21,Egerton Capital (UK) LLP,0.67,archive
SBM Offshore N.V.,NL0000360618,2012-11-19,"AQR Capital Management, LLC",0.51,archive
Wereldhave N.V.,NL0000289213,2012-11-19,"BlackRock Institutional Trust Company, National Association",0.48,archive
Wereldhave N.V.,NL0000289213,2012-11-19,"D.E. Shaw & Co., L.P.",0.48,archive
ASM International N.V.,NL0000334118,2012-11-19,Linden Advisors LP,0.0,archive
Koninklijke BAM Groep N.V.,NL0000337319,2012-11-19,Numeric Investors LLC,0.51,archive
Aperam S.A.,LU0569974404,2012-11-19,TT International,0.47,archive
SBM Offshore N.V.,NL0000360618,2012-11-16,"AQR Capital Management, LLC",0.47,archive
ASM International N.V.,NL0000334118,2012-11-16,"BlackRock Institutional Trust Company, National Association",0.53,archive
Wereldhave N.V.,NL0000289213,2012-11-16,"BlackRock Institutional Trust Company, National Association",0.52,archive
Wereldhave N.V.,NL0000289213,2012-11-16,"D.E. Shaw & Co., L.P.",0.5,archive
ASM International N.V.,NL0000334118,2012-11-16,Highbridge Capital Management LLC,0.68,archive
Koninklijke BAM Groep N.V.,NL0000337319,2012-11-16,TT International,0.46,archive
AMG Critical Materials N.V.,NL0000888691,2012-11-15,Oxford Asset Management,1.09,archive
Koninklijke BAM Groep N.V.,NL0000337319,2012-11-15,Oxford Asset Management,0.7,archive
Koninklijke BAM Groep N.V.,NL0000337319,2012-11-15,TT International,0.52,archive
ASM International N.V.,NL0000334118,2012-11-14,Highbridge Capital Management LLC,0.54,archive
ASM International N.V.,NL0000334118,2012-11-12,BNP Paribas S.A.,0.0,archive
TomTom N.V.,NL0000387058,2012-11-08,"Passport Capital, LLC",0.49,archive
ASM International N.V.,NL0000334118,2012-11-07,CQS (UK) LLP,0.0,archive
PostNL N.V.,NL0009739416,2012-11-07,Marshall Wace LLP,0.52,archive
Fugro N.V.,NL0000352565,2012-11-06,"AQR Capital Management, LLC",0.61,archive
SBM Offshore N.V.,NL0000360618,2012-11-06,"AQR Capital Management, LLC",0.51,archive
ASM International N.V.,NL0000334118,2012-11-06,Daiwa Capital Markets Europe Limited,0.0,archive
Fugro N.V.,NL0000352565,2012-11-05,"AQR Capital Management, LLC",0.58,archive
PostNL N.V.,NL0009739416,2012-11-05,Oxford Asset Management,0.72,archive
Koninklijke BAM Groep N.V.,NL0000337319,2012-11-02,TT International,0.61,archive
Corbion N.V.,NL0000852549,2012-11-01,AKO Capital LLP,2.39,archive
TomTom N.V.,NL0000387058,2012-11-01,AKO Capital LLP,3.32,archive
Fugro N.V.,NL0000352565,2012-11-01,"AQR Capital Management, LLC",0.61,archive
ASM International N.V.,NL0000334118,2012-11-01,BNP Paribas S.A.,0.63,archive
NSI N.V.,NL0000292324,2012-11-01,Carlson Capital UK LLP,0.51,archive
ASM International N.V.,NL0000334118,2012-11-01,CQS (UK) LLP,1.59,archive
ASM International N.V.,NL0000334118,2012-11-01,Daiwa Capital Markets Europe Limited,0.78,archive
TomTom N.V.,NL0000387058,2012-11-01,"Discovery Capital Management, LLC",0.61,archive
AMG Critical Materials N.V.,NL0000888691,2012-11-01,Elliott Management Corporation,1.42,archive
SBM Offshore N.V.,NL0000360618,2012-11-01,Encompass Capital Advisors LLC,1.31,archive
AMG Critical Materials N.V.,NL0000888691,2012-11-01,Highbridge Capital Management LLC,0.5,archive
ASM International N.V.,NL0000334118,2012-11-01,Linden Advisors LP,4.95,archive
TomTom N.V.,NL0000387058,2012-11-01,"Marble Arch Investments, LP",1.96,archive
TomTom N.V.,NL0000387058,2012-11-01,Meritage Group LP,0.68,archive
AMG Critical Materials N.V.,NL0000888691,2012-11-01,Oxford Asset Management,1.19,archive
Koninklijke BAM Groep N.V.,NL0000337319,2012-11-01,Oxford Asset Management,0.68,archive
